(Большевики, движение активно в, Россия)
(Гинденбург, командует армией, Oberost)
(Гинденбург, состоит в, Немецкая армия)
(Крепость Перемышль, расположена в стране, Австро-Венгрия)
(Людендорф, состоит в, Немецкая армия)
(Сражение в Карпатах, имело следствием, падение крепости Перемышль)
(Сражение в Карпатах, произошло в локации, Карпаты)
(Сражение в Карпатах, состоялось после, Сражение при Льеже)
(Сражение в Карпатах, сторона конфликта, Австро-Венгрия)
(Сражение в Карпатах, сторона конфликта, Россия)
(Сражение в Карпатах, часть, Восточный фронт)
(Сражение при Льеже, произошло в локации, Льеж)
(Сражение при Льеже, сторона конфликта, Бельгия)
(Сражение при Льеже, сторона конфликта, Германия)
(Фалькенгайн, состоит в, Немецкая армия)

(Австро-Венгрия, враждовал с, Италия)
(Австро-Венгрия, враждовал с, Россия)
(Австро-Венгрия, враждовал с, Румыния)
(Будапешт, расположена в стране, Австро-Венгрия)
(Восточная Пруссия, расположена в стране, Германия)
(Георг фон дер Марвиц, командует армией, Beskidenkorps)
(Зимнее сражение в Мазурии, произошло в локации, Мазурия)
(Италия, союзник, Австро-Венгрия)
(Ковно, расположен в стране, Россия)
(Перемышль, расположен в стране, Австро-Венгрия)
(Польша, враждовал с, Германия)
(Россия, враждовал с, Австро-Венгрия)
(Румыния, союзник, Австро-Венгрия)
(Фалькенгайн, командует армией, немецкая армия)

(11-я армия, армия принадлежит, Германия)
(Австро-Венгрия, враждовал с, Италия)
(Австро-Венгрия, враждовал с, Россия)
(Галлипольский полуостров, расположена в стране, Турция)
(Италия, враждовал с, Австро-Венгрия)
(Италия, вступила в войну, 1915-05-23)
(Италия, подписал договор, Лондонский договор)
(Карпаты, расположена в стране, Австро-Венгрия)
(Карпаты, расположена в стране, Россия)
(Лондонский договор, проводился в, Лондон)
(Пражский полк, армия принадлежит, Австро-Венгрия)
(Пражский полк, воевал против, Италия)
(Россия, враждовал с, Австро-Венгрия)
(Россия, враждовал с, Германия)
(Триест, расположена в стране, Италия)
(Фалькенгайн, воевал против, Россия)
(Фалькенгайн, командует армией, 11-я армия)





(Польша, защищена крепостью, Ковно)
(Польша, защищена крепостью, Новогеоргиевск)
(Фалькенгайн, встретился в, Ярослав)
(Фалькенгайн, встретился, Ханс фон Зект)
(Ханс фон Зект, встретился в, Ярослав)
(немцы, взяли, Перемышль)
(немцы, вошли в, Львов)
(немцы, заняли, плацдарм за рекой Сан)
(немцы, открыли фронт на, Балтике)
(немцы, продвигались к, южному краю русской Польши)
(немцы, создали таран на, северной стороне)
(русская армия, защищала, Польшу)
(русская армия, отступала до, Киева)
(русская армия, прикрывала, Литву)
(русская армия, прикрывала, Ригу)

(Август фон Макензен, командует армией, немецкая армия)
(Брест-Литовск, произошла в локации, Событие)
(Брест-Литовск, расположена в стране, Беларусь)
(Варшава, произошла в локации, Событие)
(Варшава, расположена в стране, Польша)
(Германия, враждовал с, Россия)
(Германия, использовала технологию, тяжелая артиллерия)
(Германия, сторона конфликта, Россия)
(Еврейская черта оседлости, расположена в стране, Россия)
(Ковно, произошла в локации, Событие)
(Ковно, расположена в стране, Литва)
(Макс фон Гальвиц, командует армией, немецкая армия)
(Михаил Алексеев, командует армией, русская армия)
(Новогеоргиевск, произошла в локации, Событие)
(Новогеоргиевск, расположена в стране, Россия)
(Отступление по схеме 1812 года, план повлиял на страну, Россия)
(Россия, потеряла территорию в пользу, Германия)
(Россия, реализовал план, отступление по схеме 1812 года)
(Россия, союзник, Великобритания)
(Ханс фон Безелер, командует армией, немецкая армия)

(Болгария, имеет столицу, София)
(Германия, враждовал с, Болгария)
(Германия, враждовал с, Италия)
(Германия, враждовал с, Россия)
(Германия, враждовал с, Сербия)
(Германия, враждовал с, Украина)
(Германия, имеет столицу, Берлин)
(Германия, потеряла территорию в пользу, Болгария)
(Германия, потеряла территорию в пользу, Италия)
(Германия, потеряла территорию в пользу, Россия)
